user_id,first_name,last_name,age,genres,roles,skill_proficiency,skill_engagement,location,ok_not_local,weekly_time,considers_age,age_limit,latitude,longitude
user_001,The,Beatles,83,Rock | Pop | Psychedelic Rock,singer|songwriter|musician|guitarist|pianist|multi-instrumentalist|drummer|actor,advanced|advanced|expert|expert|expert|advanced|expert|advanced,hobbyist|semi-professional|professional|semi-professional|hobbyist|professional|professional|semi-professional,"Liverpool, England",FALSE,10,TRUE,10,53.4083714,-2.9915726
user_002,Elvis,Presley,91,Rock and Roll | Pop | Country,singer,advanced,professional,"Tupelo, Mississippi | Memphis, Tennessee",TRUE,10,FALSE,999,35.148581199999995,-90.0518955
user_003,Michael,Jackson,,Pop | Soul | R&B | Dance,singer,expert,professional,"Gary, Indiana | Los Angeles, California",TRUE,20,FALSE,15,34.0549076,-118.242643
user_004,Madonna,,67,Pop | Dance | Electronica,singer,expert,professional,"Bay City, Michigan | New York City, New York",TRUE,30,TRUE,15,40.7127753,-74.0059728
user_005,Elton,John,78,Rock | Pop | Glam Rock,singer,advanced,semi-professional,"Pinner, England | London, England",FALSE,10,FALSE,15,51.5072178,-0.12758619999999998
user_006,Led,Zeppelin,77,Hard Rock | Blues Rock | Heavy Metal,singer,intermediate,semi-professional,"London, England",FALSE,40,FALSE,20,51.5072178,-0.12758619999999998
user_007,Rolling,Stones,82,Rock | Blues Rock,singer,advanced,professional,"London, England",FALSE,15,TRUE,999,51.5072178,-0.12758619999999998
user_008,Pink,Floyd,82,Progressive Rock | Psychedelic Rock,musician|singer|composer|producer|guitarist|songwriter|multi-instrumentalist|drummer,advanced|expert|advanced|advanced|expert|expert|advanced|intermediate,hobbyist|professional|semi-professional|hobbyist|professional|serious hobbyist|professional|serious hobbyist,"London, England",TRUE,30,FALSE,15,51.5072178,-0.12758619999999998
user_009,Mariah,Carey,56,R&B | Pop | Soul,singer,intermediate,semi-professional,"Huntington, New York | New York City, New York",TRUE,40,FALSE,15,40.7127753,-74.0059728
user_010,Stevie,Wonder,75,Soul | R&B | Funk | Pop,singer,advanced,semi-professional,"Saginaw, Michigan | Detroit, Michigan",TRUE,35,FALSE,20,42.329718199999995,-83.04245329999999
user_011,Prince,,,Funk | R&B | Rock | Pop,singer,advanced,semi-professional,"Minneapolis, Minnesota",TRUE,25,FALSE,10,44.977753,-93.2650108
user_012,Whitney,Houston,,R&B | Pop | Soul | Gospel,singer,advanced,semi-professional,"Newark, New Jersey",FALSE,40,TRUE,5,40.7315293,-74.1744671
user_013,David,Bowie,79,Art Rock | Glam Rock | Pop,singer,expert,semi-professional,"London, England",FALSE,15,FALSE,5,51.5072178,-0.12758619999999998
user_014,Queen,,55,Rock | Arena Rock | Pop,singer,advanced,hobbyist,"London, England",TRUE,15,TRUE,15,51.5072178,-0.12758619999999998
user_015,Bob,Dylan,84,Folk | Rock | Blues,singer,intermediate,serious hobbyist,"Duluth, Minnesota | New York City, New York",FALSE,20,FALSE,5,40.7127753,-74.0059728
user_016,Aretha,Franklin,,Soul | R&B | Gospel,singer,expert,professional,"Memphis, Tennessee | Detroit, Michigan",TRUE,5,FALSE,15,42.329718199999995,-83.04245329999999
user_017,Beyoncé,,44,R&B | Pop | Hip Hop,singer,advanced,professional,"Houston, Texas",TRUE,10,FALSE,20,29.7600771,-95.37011079999999
user_018,Taylor,Swift,36,Pop | Country | Folk | Rock,singer,expert,professional,"Reading, Pennsylvania | Nashville, Tennessee",FALSE,5,FALSE,20,36.1626638,-86.7816016
user_019,Drake,,39,Hip Hop | R&B | Pop,singer,beginner,professional,"Toronto, Canada",TRUE,15,TRUE,20,43.6548253,-79.388447
user_020,Rihanna,,37,R&B | Pop | Dance | Reggae,singer,advanced,hobbyist,"Saint Michael, Barbados | New York City, New York",FALSE,25,FALSE,999,40.7127753,-74.0059728
user_021,Eminem,,53,Hip Hop,singer,advanced,professional,"St. Joseph, Missouri | Detroit, Michigan",TRUE,35,TRUE,15,42.329718199999995,-83.04245329999999
user_022,Kanye,West,48,Hip Hop | Pop | Gospel,singer,expert,hobbyist,"Atlanta, Georgia | Chicago, Illinois",TRUE,35,FALSE,999,41.88325,-87.6323879
user_023,Jay,Z,56,Hip Hop,singer,intermediate,serious hobbyist,"Brooklyn, New York",FALSE,15,TRUE,10,40.6781784,-73.9441579
user_024,Fleetwood,Mac,,Rock | Pop Rock | Soft Rock,drummer|songwriter|actor|guitarist|singer,advanced|expert|intermediate|intermediate|advanced,semi-professional|semi-professional|professional|semi-professional|serious hobbyist,"London, England | Los Angeles, California",TRUE,40,TRUE,15,34.0549076,-118.242643
user_025,AC,DC,,Hard Rock | Blues Rock,singer,expert,serious hobbyist,"Sydney, Australia",TRUE,5,FALSE,10,-33.8622503,151.207684
user_026,Metallica,,62,Heavy Metal | Thrash Metal,singer|guitarist|songwriter|drummer|bassist,intermediate|advanced|advanced|advanced|beginner,professional|serious hobbyist|professional|hobbyist|semi-professional,"Los Angeles, California | San Francisco Bay Area, California",FALSE,35,FALSE,10,37.8271784,-122.2913078
user_027,Nirvana,,57,Grunge | Alternative Rock,musician,advanced,serious hobbyist,"Aberdeen, Washington | Seattle, Washington",FALSE,35,FALSE,15,47.6061389,-122.33284809999999
user_028,Radiohead,,,Alternative Rock | Art Rock | Electronica,singer,expert,professional,"Abingdon, England",FALSE,40,TRUE,999,51.67078,-1.2879528999999998
user_029,U2,,,Rock | Alternative Rock | Post-Punk,singer,advanced,semi-professional,"Dublin, Ireland",FALSE,35,TRUE,10,53.3498053,-6.2603097
user_030,Bruce,Springsteen,76,Rock | Heartland Rock | Folk,singer,intermediate,serious hobbyist,"Freehold, New Jersey",FALSE,35,FALSE,5,40.221435899999996,-74.2674437
user_032,Paul,McCartney,83,Rock | Pop,singer,advanced,professional,"Liverpool, England",TRUE,10,TRUE,10,53.4083714,-2.9915726
user_033,George,Harrison,,Rock | Pop | Folk Rock,singer,intermediate,professional,"Liverpool, England",FALSE,25,TRUE,10,53.4083714,-2.9915726
user_034,John,Lennon,,Rock | Pop,singer,advanced,serious hobbyist,"Liverpool, England",TRUE,15,TRUE,20,53.4083714,-2.9915726
user_035,Ringo,Starr,85,Rock | Pop | Country,singer,intermediate,serious hobbyist,"Liverpool, England",TRUE,30,FALSE,15,53.4083714,-2.9915726
user_036,Frank,Sinatra,110,Traditional Pop | Jazz | Swing,singer,advanced,serious hobbyist,"Hoboken, New Jersey",TRUE,25,TRUE,999,40.737100399999996,-74.03130469999999
user_037,Ray,Charles,,Soul | R&B | Blues | Country,singer,advanced,professional,"Albany, Georgia | Seattle, Washington",TRUE,15,TRUE,999,47.6061389,-122.33284809999999
user_038,Marvin,Gaye,,Soul | R&B,singer,beginner,semi-professional,"Washington, D.C. | Detroit, Michigan",FALSE,35,FALSE,10,42.329718199999995,-83.04245329999999
user_039,James,Brown,,Funk | Soul | R&B,singer,expert,serious hobbyist,"Barnwell, South Carolina | Augusta, Georgia",TRUE,25,TRUE,20,33.468731399999996,-82.0283188
user_040,Tina,Turner,,R&B | Soul | Rock | Pop,singer,advanced,professional,"Nutbush, Tennessee | St. Louis, Missouri",TRUE,35,TRUE,15,38.627427999999995,-90.1982439
user_041,Diana,Ross,81,R&B | Soul | Pop | Disco,singer,advanced,professional,"Detroit, Michigan",TRUE,5,FALSE,10,42.329718199999995,-83.04245329999999
user_042,Dolly,Parton,80,Country | Pop,singer,intermediate,professional,"Sevierville, Tennessee | Nashville, Tennessee",FALSE,20,TRUE,15,36.1626638,-86.7816016
user_043,Johnny,Cash,,Country | Rock and Roll | Folk,singer,advanced,semi-professional,"Kingsland, Arkansas | Nashville, Tennessee",FALSE,5,TRUE,20,36.1626638,-86.7816016
user_044,Willie,Nelson,92,Country | Outlaw Country,singer,intermediate,professional,"Abbott, Texas | Austin, Texas",FALSE,15,TRUE,999,30.267152999999997,-97.7430608
user_045,Bob,Marley,81,Reggae | Ska,singer,advanced,hobbyist,"Nine Mile, Jamaica | Kingston, Jamaica",FALSE,30,FALSE,999,18.0178743,-76.8099041
user_046,Jimi,Hendrix,27,Rock | Psychedelic Rock | Blues Rock,singer,advanced,professional,"Seattle, Washington | London, England",FALSE,25,FALSE,15,51.5072178,-0.12758619999999998
user_047,Eric,Clapton,80,Rock | Blues,singer,advanced,semi-professional,"Ripley, England | London, England",TRUE,10,TRUE,999,51.5072178,-0.12758619999999998
user_048,Carlos,Santana,78,Latin Rock | Blues Rock | Jazz Fusion,singer,expert,hobbyist,"Autlán, Mexico | San Francisco, California",TRUE,40,FALSE,10,37.7749295,-122.4194155
user_049,Neil,Young,80,Rock | Folk Rock | Country Rock,singer,expert,semi-professional,"Toronto, Canada | California, USA",TRUE,40,FALSE,999,36.778261,-119.4179324
user_050,Joni,Mitchell,82,Folk | Jazz | Pop,singer,expert,hobbyist,"Fort Macleod, Canada",TRUE,30,FALSE,999,49.722389299999996,-113.4030896
user_052,Adele,,37,Soul | Pop | R&B,singer,advanced,serious hobbyist,"London, England",FALSE,10,TRUE,5,51.5072178,-0.12758619999999998
user_053,Ed,Sheeran,34,Pop | Folk Pop | Soft Rock,singer,expert,professional,"Halifax, England | London, England",TRUE,5,TRUE,20,51.5072178,-0.12758619999999998
user_054,Bruno,Mars,40,Pop | R&B | Funk | Soul,singer,intermediate,semi-professional,"Honolulu, Hawaii | Los Angeles, California",FALSE,25,TRUE,20,34.0549076,-118.242643
user_055,Lady,Gaga,39,Pop | Dance | Electronic,singer,advanced,professional,"New York City, New York",TRUE,5,FALSE,15,40.7127753,-74.0059728
user_056,Katy,Perry,41,Pop | Disco | Rock,singer,advanced,professional,"Santa Barbara, California | Los Angeles, California",FALSE,5,TRUE,10,34.0549076,-118.242643
user_057,Justin,Bieber,31,Pop | R&B,singer,advanced,hobbyist,"London, Ontario, Canada | Atlanta, Georgia",FALSE,40,TRUE,5,33.7501275,-84.3885209
user_058,Ariana,Grande,32,Pop | R&B,singer,advanced,serious hobbyist,"Boca Raton, Florida | Los Angeles, California",TRUE,10,TRUE,999,34.0549076,-118.242643
user_059,The,Weeknd,35,R&B | Pop | Alternative R&B,singer,beginner,professional,"Toronto, Canada",TRUE,25,FALSE,5,43.6548253,-79.388447
user_060,Post,Malone,30,Hip Hop | Pop | Rock,singer,expert,serious hobbyist,"Syracuse, New York | Dallas, Texas",TRUE,25,TRUE,15,32.7766642,-96.79698789999999
user_061,Kendrick,Lamar,38,Hip Hop,singer,intermediate,professional,"Compton, California",FALSE,20,TRUE,20,33.8959097,-118.2243901
user_062,J,Cole,41,Hip Hop,singer,intermediate,professional,"Frankfurt, Germany | Fayetteville, North Carolina",TRUE,40,TRUE,10,35.0523673,-78.87837739999999
user_063,Nicki,Minaj,43,Hip Hop | Pop,singer,expert,serious hobbyist,"Port of Spain, Trinidad | Queens, New York",TRUE,35,TRUE,10,40.7432847,-73.8549518
user_064,Cardi,B,33,Hip Hop,singer,intermediate,semi-professional,"Bronx, New York",TRUE,25,TRUE,20,40.8447819,-73.8648268
user_065,Snoop,Dogg,54,Hip Hop | G-Funk | Reggae,singer,expert,hobbyist,"Long Beach, California",TRUE,35,FALSE,10,33.770050399999995,-118.19373949999999
user_066,Dr,Dre,60,Hip Hop | G-Funk,singer,expert,professional,"Compton, California",TRUE,15,TRUE,5,33.8959097,-118.2243901
user_067,Tupac,Shakur,,Hip Hop,singer,intermediate,semi-professional,"East Harlem, New York | Oakland, California",TRUE,10,TRUE,15,37.8043514,-122.27116389999999
user_069,Outkast,,51,Hip Hop | Funk | Southern Hip Hop,singer,expert,professional,"Atlanta, Georgia",TRUE,10,TRUE,15,33.7501275,-84.3885209
user_070,Wu,Tang Clan,,Hip Hop,singer,expert,hobbyist,"Staten Island, New York",TRUE,15,FALSE,20,40.6131714,-74.12141919999999
user_071,Public,Enemy,65,Hip Hop,singer,advanced,semi-professional,"Long Island, New York",TRUE,25,FALSE,5,40.789142,-73.13496099999999
user_072,Beastie,Boys,47,Hip Hop | Rap Rock | Punk,singer,beginner,serious hobbyist,"New York City, New York",FALSE,30,FALSE,5,40.7127753,-74.0059728
user_073,Red,Hot Chili Peppers,63,Funk Rock | Alternative Rock,singer|songwriter|rapper|musician|composer|actor|guitarist|drummer,expert|advanced|expert|expert|expert|expert|intermediate|advanced,serious hobbyist|professional|semi-professional|professional|professional|semi-professional|hobbyist|serious hobbyist,"Los Angeles, California",FALSE,5,TRUE,999,34.0549076,-118.242643
user_075,Green,Day,53,Punk Rock | Pop Punk | Alternative Rock,singer,intermediate,serious hobbyist,"Berkeley, California",FALSE,40,TRUE,5,37.8715226,-122.27304199999999
user_076,Pearl,Jam,61,Grunge | Alternative Rock,singer|musician,intermediate|expert,semi-professional|serious hobbyist,"Seattle, Washington",FALSE,30,TRUE,999,47.6061389,-122.33284809999999
user_077,Guns,N Roses,,Hard Rock | Heavy Metal,singer,intermediate,semi-professional,"Los Angeles, California",TRUE,40,TRUE,5,34.0549076,-118.242643
user_078,Aerosmith,,,Hard Rock | Blues Rock,singer,intermediate,semi-professional,"Boston, Massachusetts",TRUE,15,TRUE,20,42.355507599999996,-71.0565364
user_079,Bon,Jovi,62,Hard Rock | Glam Metal | Pop Rock,singer,advanced,professional,"Sayreville, New Jersey",TRUE,35,TRUE,999,40.4648065,-74.3138334
user_080,Def,Leppard,66,Hard Rock | Glam Metal,singer,expert,professional,"Sheffield, England",FALSE,5,TRUE,10,53.381128999999994,-1.4700849999999999
user_081,Iron,Maiden,,Heavy Metal,singer,advanced,semi-professional,"London, England",TRUE,35,FALSE,10,51.5072178,-0.12758619999999998
user_082,Black,Sabbath,77,Heavy Metal,musician|songwriter,expert|expert,semi-professional|professional,"Birmingham, England",FALSE,20,TRUE,15,52.4822694,-1.8900078
user_083,Deep,Purple,,Hard Rock | Heavy Metal,singer,expert,semi-professional,"London, England",FALSE,20,FALSE,15,51.5072178,-0.12758619999999998
user_084,The,Doors,,Psychedelic Rock | Blues Rock,singer,advanced,semi-professional,"Los Angeles, California",FALSE,35,TRUE,20,34.0549076,-118.242643
user_085,The,Who,81,Rock | Hard Rock,singer,advanced,semi-professional,"London, England",TRUE,5,FALSE,20,51.5072178,-0.12758619999999998
user_086,The,Kinks,81,Rock | Pop,singer,advanced,hobbyist,"London, England",FALSE,40,FALSE,5,51.5072178,-0.12758619999999998
user_087,The,Beach Boys,84,Rock | Pop | Surf Rock,singer,intermediate,serious hobbyist,"Hawthorne, California",FALSE,35,TRUE,5,33.9164032,-118.3525748
user_088,Simon,Garfunkel,,Folk Rock,singer|composer,beginner|intermediate,semi-professional|professional,"Queens, New York",FALSE,25,FALSE,15,40.7432847,-73.8549518
user_089,Hall,Oates,79,Pop Rock | Soul | R&B,singer,expert,serious hobbyist,"Philadelphia, Pennsylvania",TRUE,25,TRUE,15,39.9525839,-75.1652215
user_090,Steely,Dan,,Jazz Rock | Soft Rock | Pop Rock,singer,advanced,professional,"New York City, New York | Los Angeles, California",TRUE,30,FALSE,15,34.0549076,-118.242643
user_091,Genesis,,,Progressive Rock | Pop Rock,rapper|singer|producer,advanced|expert|advanced,hobbyist|semi-professional|professional,"London, England",TRUE,35,FALSE,999,51.5072178,-0.12758619999999998
user_092,Phil,Collins,75,Pop Rock | Soft Rock,drummer|singer|songwriter|composer|musician,advanced|advanced|advanced|intermediate|intermediate,professional|semi-professional|hobbyist|serious hobbyist|semi-professional,"London, England",FALSE,25,TRUE,10,51.5072178,-0.12758619999999998
user_093,Peter,Gabriel,75,Art Rock | Pop | Progressive Rock,singer,advanced,semi-professional,"Chobham, England",TRUE,5,TRUE,999,51.3475944,-0.6033909
user_094,Kate,Bush,67,Art Pop | Progressive Pop | Alternative,singer,beginner,serious hobbyist,"Bexleyheath, England",FALSE,35,FALSE,5,51.453340999999995,0.13821999999999998
user_095,Björk,,60,Alternative | Electronic | Pop | Art Pop,singer,advanced,serious hobbyist,"Reykjavík, Iceland",TRUE,40,TRUE,10,64.1469868,-21.940755199999998
user_096,Amy,Winehouse,42,Soul | R&B | Jazz,singer,intermediate,professional,"London, England",FALSE,35,FALSE,15,51.5072178,-0.12758619999999998
user_097,Lana,Del Rey,40,Alternative Pop | Dream Pop | Rock,singer,advanced,professional,"New York City, New York | Los Angeles, California",TRUE,25,FALSE,20,34.0549076,-118.242643
user_098,Billie,Eilish,24,Pop | Electropop | Alternative,singer,beginner,semi-professional,"Los Angeles, California",TRUE,20,FALSE,999,34.0549076,-118.242643
user_099,Dua,Lipa,30,Pop | Disco | Dance-Pop,singer,beginner,serious hobbyist,"London, England",TRUE,15,FALSE,10,51.5072178,-0.12758619999999998
user_100,SZA,,36,R&B | Neo Soul,singer,advanced,semi-professional,"St. Louis, Missouri | Maplewood, New Jersey",FALSE,15,TRUE,15,40.7355105,-74.2679249
